Utility name,City,People served,Zip
Wolsborn Farms Water District,Hillsboro,Population served: 90,97075
Banks Water Department,Banks,"Population served: 2,070",97076
City of Beaverton,Beaverton,"Population served: 70,000",97076
City of Cornelius,Cornelius,"Population served: 12,165",97076
City of Forest Grove,Forest Grove,"Population served: 23,080",97076
City of Hillsboro,Hillsboro,"Population served: 88,243",97076
City of Sherwood,Sherwood,"Population served: 19,505",97076
City of Tigard,Tigard,"Population served: 60,236",97076
City of Tualatin,Tualatin,"Population served: 26,879",97076
Crown Mobile Home Park,Newberg,Population served: 42,97076
Fir Grove Homeowners Association,Hillsboro,Population served: 450,97076
"Gaston, City of",Gaston,Population served: 625,97076
Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97076
Joint Water Commission,Hillsboro,"Population served: 397,769",97076
La Water Co-op,Gaston,"Population served: 2,500",97076
Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97076
Laurelwood Water Users,Gaston,Population served: 200,97076
North Plains Water Department,North Plains,"Population served: 3,095",97076
,,Population served: 0,97076
Parrett Mountain View Estates,Sherwood,Population served: 140,97076
Rainbow Ends Water System,Hillsboro,Population served: 50,97076
Raleigh Water District,Portland,"Population served: 4,500",97076
South Hills Water System,Hillsboro,Population served: 250,97076
Star Satellite Improvement District,Banks,Population served: 400,97076
Timber Water Association,Timber,Population served: 180,97076
Tualatin Valley Water District,Beaverton,"Population served: 222,000",97076
West Laurel Acres Water Company,Cornelius,Population served: 62,97076
West Slope Water District,Portland,"Population served: 10,400",97076
Westview Mobile Estates,Eugene,Population served: 250,97076
Wolsborn Farms Water District,Hillsboro,Population served: 90,97076
Banks Water Department,Banks,"Population served: 2,070",97077
City of Beaverton,Beaverton,"Population served: 70,000",97077
City of Cornelius,Cornelius,"Population served: 12,165",97077
City of Forest Grove,Forest Grove,"Population served: 23,080",97077
City of Hillsboro,Hillsboro,"Population served: 88,243",97077
City of Sherwood,Sherwood,"Population served: 19,505",97077
City of Tigard,Tigard,"Population served: 60,236",97077
City of Tualatin,Tualatin,"Population served: 26,879",97077
Crown Mobile Home Park,Newberg,Population served: 42,97077
Fir Grove Homeowners Association,Hillsboro,Population served: 450,97077
"Gaston, City of",Gaston,Population served: 625,97077
Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97077
Joint Water Commission,Hillsboro,"Population served: 397,769",97077
La Water Co-op,Gaston,"Population served: 2,500",97077
Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97077
Laurelwood Water Users,Gaston,Population served: 200,97077
North Plains Water Department,North Plains,"Population served: 3,095",97077
,,Population served: 0,97077
Parrett Mountain View Estates,Sherwood,Population served: 140,97077
Rainbow Ends Water System,Hillsboro,Population served: 50,97077
Raleigh Water District,Portland,"Population served: 4,500",97077
South Hills Water System,Hillsboro,Population served: 250,97077
Star Satellite Improvement District,Banks,Population served: 400,97077
Timber Water Association,Timber,Population served: 180,97077
Tualatin Valley Water District,Beaverton,"Population served: 222,000",97077
West Laurel Acres Water Company,Cornelius,Population served: 62,97077
West Slope Water District,Portland,"Population served: 10,400",97077
Westview Mobile Estates,Eugene,Population served: 250,97077
Wolsborn Farms Water District,Hillsboro,Population served: 90,97077
Banks Water Department,Banks,"Population served: 2,070",97078
City of Beaverton,Beaverton,"Population served: 70,000",97078
City of Cornelius,Cornelius,"Population served: 12,165",97078
City of Forest Grove,Forest Grove,"Population served: 23,080",97078
City of Hillsboro,Hillsboro,"Population served: 88,243",97078
City of Sherwood,Sherwood,"Population served: 19,505",97078
City of Tigard,Tigard,"Population served: 60,236",97078
City of Tualatin,Tualatin,"Population served: 26,879",97078
Crown Mobile Home Park,Newberg,Population served: 42,97078
Fir Grove Homeowners Association,Hillsboro,Population served: 450,97078
"Gaston, City of",Gaston,Population served: 625,97078
Hillsboro-cherry Grove,Hillsboro,"Population served: 1,456",97078
Joint Water Commission,Hillsboro,"Population served: 397,769",97078
La Water Co-op,Gaston,"Population served: 2,500",97078
Laurel Acres Water Company Inc.,Cornelius,Population served: 50,97078
Laurelwood Water Users,Gaston,Population served: 200,97078
North Plains Water Department,North Plains,"Population served: 3,095",97078
,,Population served: 0,97078
Parrett Mountain View Estates,Sherwood,Population served: 140,97078
Rainbow Ends Water System,Hillsboro,Population served: 50,97078
Raleigh Water District,Portland,"Population served: 4,500",97078
South Hills Water System,Hillsboro,Population served: 250,97078
Star Satellite Improvement District,Banks,Population served: 400,97078
Timber Water Association,Timber,Population served: 180,97078
Tualatin Valley Water District,Beaverton,"Population served: 222,000",97078
West Laurel Acres Water Company,Cornelius,Population served: 62,97078
West Slope Water District,Portland,"Population served: 10,400",97078
Westview Mobile Estates,Eugene,Population served: 250,97078
Wolsborn Farms Water District,Hillsboro,Population served: 90,97078
Bend Water Department,"Bend, OR","Population served:62,091",97701
Redmond Water Department,"Redmond, OR","Population served:27,427",97701
Avion Water Company - Avion,"Bend, OR","Population served:31,700",97701
"Prineville, City of","Prineville, OR","Population served:9,645",97701
Roats Water System,"Bend, OR","Population served:4,500",97701
Agate Water System,"Bend, OR","Population served:2,925",97701
Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97701
"Sisters, City of","Sisters, OR","Population served:2,700",97701
Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97701
"La Pine, City of","Lapine, OR","Population served:1,600",97701
Bend Water Department,"Bend, OR","Population served:62,091",97702
Redmond Water Department,"Redmond, OR","Population served:27,427",97702
Avion Water Company - Avion,"Bend, OR","Population served:31,700",97702
Roats Water System,"Bend, OR","Population served:4,500",97702
Agate Water System,"Bend, OR","Population served:2,925",97702
Sunriver Water LLC/sunriver Utilities,"Sunriver, OR","Population served:4,323",97702
"Sisters, City of","Sisters, OR","Population served:2,700",97702
"La Pine, City of","Lapine, OR","Population served:1,600",97702
Water Wonderland Improvement District 2,"Bend, OR","Population served:1,600",97702
Terrebonne Domestic Water District,"Terrebonne, OR","Population served:1,400",97702
